"Sebuah desa memiliki masalah serius dengan pengelolaan sampah. Sampah-sampah yang
 berserakan merusak lingkungan dan mengancam kesehatan penduduk desa. Diantaranya
 banyak anak-anak yang mengalami gejala dan positif mengidap penyakit demam berdarah
 disebabkan bakteri yang muncul dari sampah. Melihat hal itu Bagaimana Anda akan
 Bertindak untuk mengambil keputusan yang tepat?","A. Membersihkan secara berkala dan membuat aturan pembuangan sampah secara teratur
 dan bersih serta bekerja sama dengan satgas kebersihan danï¿½Kesehatan.",B. Menunggu perintah dari pemerintah tentang kebijakan yang akan di ambil,C. Melaksanakan daur ulang sampah sekaligus menambah lapangan pekerjaan,D. Mengikuti pelatihan cara mengelola sampah dengan baik,E. Mengabaikan masalah sampah dan fokus pada masalah lain yang lebih mendesak.,B. Menunggu perintah dari pemerintah tentang kebijakan yang akan di ambil,"Jawaban : B
 Pembahasan : Menghormati dan mendukung keragaman agama dalam
 masyarakat adalah contoh sikap nasionalisme yang positif dalam aspek
 agama. Ini mencerminkan cinta terhadap negara sambil menghargai hak
 setiap individu untuk mempraktikkan agamanya dengan bebas."
"Sikap nasionalisme dalam aspek agama dapat tercermin dalam berbagai tindakan. Manakah
 di antara berikut ini yang merupakan contoh sikap nasionalisme dalam aspek agamaï¿½",A. Memilih untuk mengesampingkan praktik agama dalam kehidupan sehari-hari,B. Menghormati dan mendukung keragaman agama dalam masyarakat.,C. Menyatakan bahwa agama tertentu lebih unggul daripada yang lain.,D. Menolak untuk berinteraksi dengan orang dari latar belakang agama yang berbeda.,E. Memaksakan keyakinan agama kepada orang lain.,C. Menyatakan bahwa agama tertentu lebih unggul daripada yang lain.,"Jawaban: C. Menjunjung tinggi HAM
 Pembahasan:
 Belief system yaitu sesuatu yang diyakini dapat mempengaruhi jalan
 kehidupan serta kunci keberhasilan hidup. Dalam menyikapi keragaman
 berdasar pada Sila kedua yang berbunyi ï¿½Kemanusiaan yang adil dan
beradabï¿½ dimana setiap manusia harus mampu menjunjung tinggi Hak
 asasi manusia dengan begitu mampu saling menghargai dan menghormati
 satu sama lain.
 Opsi A = Tidak sesuai karena hal tersebut berkaitan dengan sila kesatu
 Opsi B = Tidak sesuai karena hal tersebut berkaitan dengan sila ketiga
 Opsi D = Tidak sesuai karena hal tersebut berkaitan dengan sila keempat
 Opsi E = Tidak sesuai karena hal tersebut berkaitan dengan sila kelima"
"Negara Indonesia merupakan negara yang beragam terdiri dari berbagai suku bangsa dan
 agama sehingga dibutuhkan belief system yang dapat mengakomodir keragaman tersebut.
 Berdasarkan sila kedua, sikap yang harus ditunjukkan dalam menyikapi keragaman tersebut
 yaitu .......","A. Meyakini dan mengimani bahwa semua agama yang ada di Indonesia mengajarkan hal-
 hal baik",B. Mencintai produk lokal,C. Menjunjung tinggi HAM,D. Bermusyawarah dalam memutuskan suatu hal yang menyangkut kepentingan bersama,E. Memberi kebebasan berpendapat,C. Menjunjung tinggi HAM,"Jawaban: C. Menjunjung tinggi HAM
Pembahasan:
Belief system yaitu sesuatu yang diyakini dapat mempengaruhi jalan
kehidupan serta kunci keberhasilan hidup. Dalam menyikapi keragaman
berdasar pada Sila kedua yang berbunyi “Kemanusiaan yang adil danberadab” dimana setiap manusia harus mampu menjunjung tinggi Hak
asasi manusia dengan begitu mampu saling menghargai dan menghormati
satu sama lain."
"Salah satu pengimplementasian dari sila kelima yaitu adanyaï¿½program kartu PKH dimana
 memberikan kesempatan bagi masyarakat kelas bawah untuk mendapatkan kehidupan yang
 layak sesuai dengan amanat konstitusi. Hal tersebut bertujuan untuk..........","A. Melindungi segenap bangsa Indonesia dan seluruh tumpah darah Indonesia, serta
 memajukan kesejahteraan umum","B. Mencerdaskan kehidupan bangsa, serta melindungi segenap bangsa Indonesia dan
 seluruh tumpah darah Indonesia","C. Memajukan kesejahteraan umum dan ikut melaksanakan ketertiban dunia yang
 berdasarkan kemerdekaan, perdamaian abadi dan keadilan sosial","D. Melindungi segenap bangsa Indonesia dan seluruh tumpah darah Indonesia dan ikut
 melaksanakan ketertiban dunia yang berdasarkan kemerdekaan, perdamaian abadi dan
 keadilan sosial",E. Memajukan kesejahteraan umum dan mencerdaskan kehidupan bangsa,,"Jawaban : E. Memajukan kesejahteraan umum dan mencerdaskan
 kehidupan bangsa
 Pembahasan : karena merupakan pengimplemtasian dari Keadilan Bagi
 Seluruh Rakyat Indonesia guna mewujudkan keadilan serta membantu
 mencerdasarkan masyarakat sebagaimana yang dimaksud dalam pasal 34
 ayat 2 UUD 1945.
 Bunyi pasalnya adalah ""Negara mengembangkan sistem jaminan sosial
 bagi seluruh rakyat dan memberdayakan masyarakat yang lemah dan
 tidak mampu sesuai dengan martabat kemanusiaan""."
"Yanto merupakan seorang pelajar berprestasi yang berasal dari kalangan menengah
 kebawah, ia masih harus bekerja membantu orang tuanya berjualan makanan. Uang yang ia
 peroleh sebagian ia tabungï¿½untuk melanjutkan pendidikan.ï¿½ karena yanto merupakan siswa
 berprestasi akhirnya ia mendapat beasiswa dari pemerintah.ï¿½Kehidupan yanto
 mencerminkan penerapan sila ke....",A. Satu,B. Dua,C. Tiga,D. Empat,E. Lima,E. Lima,"Jawaban: E. Lima
 Pembahasan: Yanto berhak mendapatkan kehidupan yang sama dengan
 orang lain walaupun ia memiliki keterbatasan dalam ekonomi tapi tidak
 menutup diri untuk meningkatkan taraf kehidupan serta melanjutkan
 pendidikan di universitas"
"Seseorang yang memiliki rumah ingin memastikan bahwa setiap anggota keluarganya
 merasa diterima, dihargai, dan memiliki hak yang sama di dalam rumah tersebut. Ia ingin
 menerapkan prinsip-prinsip dasar yang akan memandu cara anggota keluarganya
 berinteraksi satu sama lain, serta bagaimana ia membuat keputusan untuk rumah tangganya.
 Jika ia menerapkan prinsip yang sama seperti Pancasila dalam konteks pembangunan
 politik, maka prinsip apa yang TIDAK sesuai dengan tujuannya?","A. Menganggap setiap anggota keluarga sebagai bagian penting dari keputusan keluarga,
 bukan hanya sebagai penerima keputusan.",B. Menggunakan prinsip keluarga sebagai dasar dalam membuat aturan di rumah.,"C. Memiliki kekuatan absolut dalam mengambil keputusan tanpa mempertimbangkan
 pendapat anggota keluarga lainnya.",D. Menggunakan prinsip keluarga sebagai acuan dalam kehidupan sehari-hari.,E. Memastikan hak dan kewajiban setiap anggota keluarga dihormati dan dilindungi.,"C. Memiliki kekuatan absolut dalam mengambil keputusan tanpa mempertimbangkan
 pendapat anggota keluarga lainnya.","Jawaban: C. Memiliki kekuatan absolut dalam mengambil keputusan
 tanpa mempertimbangkan pendapat anggota keluarga lainnya.
 Pembahasan:
 Dalam soal, kita membandingkan prinsip-prinsip dasar Pancasila dalam
 konteks pembangunan politik dengan prinsip yang diterapkan oleh
 seseorang dalam rumah tangganya.
 A. Menganggap setiap anggota keluarga sebagai bagian penting dari
 keputusan keluarga, bukan hanya sebagai penerima keputusan. Ini mirip
 dengan opsi A dari soal Pancasila yang menyatakan ""Menjadikan rakyat
 sebagai subjek politik bukan objek politik."" Artinya, setiap individu atau
 anggota keluarga memiliki hak untuk terlibat dalam proses pengambilan
 keputusan.
 B. Menggunakan prinsip keluarga sebagai dasar dalam membuat aturan
 di rumah. Ini sesuai dengan opsi B dari soal Pancasila yang menyatakan
 ""Menjadi sumber dari segala sumber hukum."" Di sini, prinsip keluarga
 menjadi dasar dari semua aturan yang diterapkan di rumah.
 C. Memiliki kekuatan absolut dalam mengambil keputusan tanpa
 mempertimbangkan pendapat anggota keluarga lainnya. Ini bertentangan
 dengan prinsip Pancasila dan demokrasi. Pancasila menekankan
 pentingnya partisipasi rakyat dalam proses pengambilan keputusan. Oleh
 karena itu, memiliki kekuatan absolut tanpa mempertimbangkan pendapat
 anggota keluarga lainnya adalah prinsip yang tidak sesuai.
D. Menggunakan prinsip keluarga sebagai acuan dalam kehidupan sehari-
 hari. Ini mirip dengan opsi D dari soal Pancasila yang menyatakan
 ""Pedomat hidup berkebangsaan."" Artinya, prinsip keluarga menjadi
 panduan dalam berbagai aspek kehidupan sehari-hari.
 E. Memastikan hak dan kewajiban setiap anggota keluarga dihormati dan
 dilindungi. Ini sesuai dengan opsi E dari soal Pancasila yang menyatakan
 ""Memberi perlindungan hak asasi bagi rakyat."" Hak dan kewajiban setiap
 anggota keluarga harus dihormati dan dilindungi, mirip dengan
 bagaimana Pancasila menekankan perlindungan hak asasi manusia.
 Dari kelima opsi tersebut, opsi C adalah yang paling tidak sesuai dengan
 prinsip Pancasila dalam konteks pembangunan politik, karena
 menekankan kekuasaan absolut tanpa partisipasi dari anggota lainnya."
"Nasionalisme adalah suatu paham yang mengutamakan kedaulatan negara sebagai hal yang
 sangat penting. Untuk mencapai tujuan tersebut, diperlukan kerja sama antara orang-orang
 yang memiliki tujuan dan kepentingan yang sama. Salah satu bentuk implementasi
 nasionalisme dalam kegiatan sehari-hari adalahï¿½",A. Mengikuti kegiatan bakti sosial di lingkungan tempat tinggal,"B. Mengadakan musyawarah di tempat kerja untuk menentukan kapan target pekerjaan akan
 dilaksanakan","C. Ikut serta dalam mengikuti pendidikan bela negara yang diadakan TNI untuk masyarakat
 sipil",D. Beribadah dan bertoleransi antar umat beragama tanpa saling singgung satu sama lain,E. Belajar dengan giat,"C. Ikut serta dalam mengikuti pendidikan bela negara yang diadakan TNI untuk masyarakat
 sipil","Jawaban : C. Ikut serta dalam mengikuti pendidikan bela negara yang
 diadakan TNI untuk masyarakat sipil
 Pembahasan : Salah satu cara untuk menerapkan semangat kebangsaan
 dalam kegiatan sehari-hari adalah dengan mengikuti program pendidikan
 bela negara yang diadakan oleh TNI untuk masyarakat sipil. Dengan
 berpartisipasi dalam program tersebut, kita dapat memberikan kontribusi
 nyata dalam menerapkan nasionalisme dengan mendukung program-
 program yang dibuat oleh negara atau pemerintah. Hal ini dapat dianggap
 sebagai bentuk rasa nasionalisme yang kuat."
"Sebuah negara demokrasi memutuskan untuk melakukan perubahan pada konstitusi mereka
 yang telah ada selama beberapa dekade. Pemimpin-pemimpin negara tersebut ingin
 memastikan bahwa konstitusi asli tetap dihargai dan diperhatikan, meskipun ada pembaruan
 yang diperlukan. Mereka memilih untuk menggunakan pendekatan yang sama dengan yang
 dijelaskan dalam narasi di atas. Pendekatan apakah yang mereka pilih untuk
 mengintegrasikan perubahan dengan konstitusi asli?",A. Naskah baru menggantikan naskah asli sebelumnya,B. Naskah asli UUD 1945 digantikan dengan naskah perubahan,C. Penggabungan antara naskah asli dengan naskah pembaruan,"D. Naskah asli UUD 1945 dipertahankan dan naskah pembaruan dilekatkan pada naskah
 asli","E. Naskah asli digabungkan dengan naskah pembaruan UUD 1945 ditambah dengan aturan-
 aturan peralihan","D. Naskah asli UUD 1945 dipertahankan dan naskah pembaruan dilekatkan pada naskah
 asli","Jawaban :
 D. Naskah asli UUD 1945 dipertahankan dan naskah pembaruan
 dilekatkan pada naskah asli
 Pembahasan :
 Dari narasi yang diberikan, ""kesepakatan dasar dalam perubahan UUD
 1945 dengan cara adendum"" berarti ""Naskah asli UUD 1945
 dipertahankan dan naskah pembaruan dilekatkan pada naskah asli"". Oleh
 karena itu, pendekatan yang paling tepat yang dipilih oleh pemimpin-
 pemimpin negara demokrasi tersebut adalah opsi D."
"Akhir-akhir ini banyak sekali berita bahwa banyak oknum pekerja negeri yang melakukan
 tindak pidana korupsi, oleh karena itu ini dibutuhkan program anti korupsi untuk bisa
 menanggulangi atau mengurangi tindak pidana korupsi.
 Maka dari itu langkah pertama dalam membangun program anti korupsi menurut
 Transperancy International, adalah...",A. Berkomitmen anti korupsi,B. Pemahaman anti korupsi,C. Integritas individual,D. Integritas organisasi,E. Pimpinan yang berintegritas,A. Berkomitmen anti korupsi,"Jawaban : A. Berkomitmen anti korupsi
 Pembahasan:
 6 Langkah pembangunan Integritas menurut Transperancy International,
 diantaranya :
 ï¿½ Berkomitmen anti korupsi
 ï¿½ Menilai kondisi dan lingkungan risiko saat ini.
 ï¿½ Merencanakan program program anti korupsi.
 ï¿½ Melaksanakan rencana yang telah disusun.
 ï¿½ Monitor kemajuan pelaksanaan program.
 ï¿½ Melaporkan pelaksanaan program.
Jadi, sesuai dengan penjelasan di atas maka jawaban untuk soal ini adalah
 A. Berkomitmen anti korupsi"
"Pada masa Pandemi beberapa tahun silam Pemerintah memberikan bantuan sosial untuk
 masyarakat yang terdampak covid-19, namun pada pelaksanaannya, keluarga saudara yang
 tidak masuk dalam kriteria penerima bantuan malah mendapatkannya. Hal itu terjadi karena
 pihak penyalur di tingkat desa mendistribusikannya secara merata. tindakan yang tidak
 termasuk dalam menyikapi hal tersebut,ï¿½yaitu...",A. Melaporkan penyaluran tidak tepat sasaran tersebut kepada pihak yang berwenang,B. Menerima bantuan sebagai sikap menghormati keputusan pemerintah desa,C. Mengembalikan bantuan karena tidak merasa berhak,D. Memberikan bantuan tersebut langsung kepada yang lebih membutuhkan,"E. Mengkoordinasikan kepada pihak desa untuk didistribusikan kembali kepada yang lebih
 membutuhkan",B. Menerima bantuan sebagai sikap menghormati keputusan pemerintah desa,"Jawaban : B. Menerima bantuan sebagai sikap menghormati keputusan
 pemerintah desa
 Pembahasan:
 Karena sesuai keterangan diatas sikap-sikap yang sebaiknya harus
 dilakukan ketika Pemerintah memberikan bantuan kepada keluarga
 saudara yang tidak masuk dalam kriteria adalah :
 - Melaporkannya kepada pihak yang berwenang
 - Mengembalikan bantuan
 - Memberikan bantuan kepada yang lebih butuh
 - Atau bisa juga dengan mengkoordinasikan langsung kepada pihak desa
 untuk didistribusikan kembali ke pihak yang lebih membutuhkan
 Jadi, sesuai dengan penjelasan di atas, jawaban untuk soal ini adalah opsi
 B."
"Dalam melaksanakan tugas tugasnya, seorang pegawai ASN harus selalu berbasis pada nilai
 dasar dan berprilaku sesuai kode etik berikut ini, kecuali...",A. Menjadi anggota atau pengurus partai politik,B. Memberikan informasi secara benar dan akurat,"C. Melaksanakan tugas sesuai perintah atasan atau pejabat berwenang selama tidak
 bertentangan dengan peraturan per Undang-undangan","D. Menggunakan kekayaan dan barang milik negara secara bertanggung jawab, efektif, dan
 fleksibel",E. Menjaga nama baik dan integritas ASN kapanpun dan dimanapun,A. Menjadi anggota atau pengurus partai politik,"Jawaban : A. Menjadi anggota atau pengurus partai politik
 Pembahasan :
 Berikut adalah beberapa hal yang harus dilakukan dalam melaksanakan
 tugas sebagai seorang pegawai ASN :
 - Memberkan informasi secara benar dan akurat
 - Melaksanakan tugas sesuai perintah atasan atau pejabat berwenang
 selama tidak bertentangan dengan peraturan per Undang-undangan
 - Melayani dengan sikap hormat, sopan, dan tanpa tekanan
 - Menjaga nama baik dan integritas ASN kapanpun dan dimanapun
 - Menggunakan kekayaan dan barang milik negara secara bertanggung
 jawab, efektif, dan fleksibel
 Dari penjelasan diatas maka bisa diketahui bahwa menjadi anggota atau
 pengurus partai politik tidak termasuk kedalam hal yang harus dilakukan
 dalam melaksanakan tugas sebagai seorang pegawai ASN. Bahkan
 dilarang karena untuk menggunakan kekayaan dan barang milik negara
 itu tidak diperbolehkan, apalagi jika untuk tujuan kepentingan pribadi."
